OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1309224,04092015630,RIVER PUB,10940 RAVEN RIDGE  RD ,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010/05/11 00:00:00+00,Restaurant,16924,-78.59009973,35.90790792,M
1309225,04092021999,PREMIER CAKES COMMISSARY AND CATERING,203 CAPCOM AVE ,SUITE 115,RALEIGH,NC,27587,(919) 274-8511,2017/01/13 00:00:00+00,Food Stand,16917,-78.52727892,35.94915327,M
1309226,04092021972,CARROLL'S KITCHEN,19 E MARTIN ST ,,RALEIGH,NC,27601,(919) 670-3622,2016/09/15 00:00:00+00,Food Stand,16929,-78.6384745,35.77708758,M
1309227,04092016897,FIVE GUYS 1710,1121 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 380-0450,2015/03/25 00:00:00+00,Restaurant,16933,-78.88929435,35.84836238,M
1309228,04092016901,THE LODGE AT WAKE FOREST #5647,1151 S Main ST ,,WAKE FOREST,NC,27587,(919) 554-8768,2015/04/08 00:00:00+00,Restaurant,16934,-78.5170664,35.96434033,M
1309229,04092016535,The Factory (at Goodnight's),851  W Morgan ST ,,RALEIGH,NC,27603,(919) 828-5233,2013/11/01 00:00:00+00,Restaurant,16939,-78.65517006,35.77977415,M
1309230,04092040301,COUSINS CONFECTIONS #3 (WCID #485),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,16945,-78.71510697,35.79630808,M
1309231,04092018235,Amberly Local,718 SLASH PINE DR,,CARY,NC,27519,(919) 650-2546,2019/11/19 00:00:00+00,Restaurant,16946,-78.90892711,35.83075427,M
1309232,04092014534,Raleigh Times Bar,14 E Hargett ST ,,RALEIGH,NC,27601,(919) 833-0999,2006/03/21 00:00:00+00,Restaurant,16948,-78.63861815,35.77806273,M
1309233,04092015637,McLean's Hillbillies,1206 ARENDELL AVE ,,ZEBULON,NC,27597,(919) 404-2212,2010/05/20 00:00:00+00,Restaurant,16942,-78.32254385,35.8363532,M
1309234,04092018550,Pho Super 9,6401 Triangle Plantation DR ,,RALEIGH,NC,27616,(919) 878-1599,2021/03/08 00:00:00+00,Restaurant,16953,-78.58237548,35.87315637,M
1309235,04092021931,Circle K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016/02/29 00:00:00+00,Food Stand,16961,-78.83458707,35.74814473,M
1309236,04092300290,Carolina International Mart,3540 MAITLAND DR,,RALEIGH,NC,27610,(919) 255-1640,2020/07/24 00:00:00+00,Meat Market,16979,-78.58191654,35.79630442,M
1309237,04092018491,The Daily Fare,402 OBERLIN RD,,RALEIGH,NC,27605,(919) 916-5151,2020/11/25 00:00:00+00,Restaurant,16980,-78.66234333,35.7897601,M
1309238,04092016534,PLATES,301 GLENWOOD AVE ,#100,RALEIGH,NC,27603,(919) 828-0018,2013/10/25 00:00:00+00,Restaurant,16982,-78.64802957,35.784569,M
1309239,04092017114,STEWART'S BISTRO,3652 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-2233,2015/12/11 00:00:00+00,Restaurant,16988,-78.50482681,35.94464173,M
1309240,04092017812,Rolesville Diner,"411 S Main ST, Unit E",,ROLESVILLE,NC,27571,(919) 554-9931,2018/04/04 00:00:00+00,Restaurant,16989,-78.46634601,35.91624751,T
1309241,04092025280,Harris Teeter #494 Produce,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Food Stand,16995,-78.81193845,35.78534681,M
1309242,04092025162,Krispy Krunchy Chicken,1969 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 754-9876,2018/02/23 00:00:00+00,Food Stand,16996,-78.61203923,35.75402988,M
1309243,04092030517,Javy's Deleite (WCID #807),2235 NEW HOPE CHURCH RD,Check Cash Business,RALEIGH,NC,27604-1600,(919) 291-1030,2021/01/29 00:00:00+00,Mobile Food Units,17010,-78.60014049,35.83523955,M
1309244,04092018227,Strike & Barrel,413 Brooks ST ,,WAKE FOREST,NC,27587,(919) 488-4651,2019/11/13 00:00:00+00,Restaurant,17020,-78.50875816,35.97418866,M
1309245,04092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,,CARY,NC,27511-3318,(919) 319-6554,2018/05/30 00:00:00+00,Restaurant,17022,-78.78180095,35.78682557,M
1309246,04092018411,Culver's of Fuquay Varina,1860 CINEMA DR ,,FUQUAY VARINA,NC,27526,,2020/07/24 00:00:00+00,Restaurant,17026,-78.75373572,35.60142745,M
1309247,04092025245,Papa John's #4960,130 W Holly Springs RD ,,Holly Springs,NC,27540,(919) 762-3747,2019/03/12 00:00:00+00,Food Stand,17035,-78.8358869,35.65576179,M
1309248,04092017824,Hibachi Express,1009 Stadium DR ,Suite 112,WAKE FOREST,NC,27587,(984) 237-1031,2018/03/23 00:00:00+00,Restaurant,17039,-78.52990327,35.98957106,M
1309249,04092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,,CARY,NC,27511,(919) 465-2100,2011/03/09 00:00:00+00,Restaurant,17042,-78.76677132,35.77674815,M
1309250,04092017737,Zaxby's #66301,2901 Hillsborough ST ,,RALEIGH,NC,27607,(984) 242-0789,2017/11/13 00:00:00+00,Restaurant,17051,-78.67549354,35.7890291,M
1309251,04092015050,CHIPOTLE MEXICAN GRILL #1087,100-103 Wrenn DR ,,CARY,NC,27511,(919) 462-1223,2008/01/22 00:00:00+00,Restaurant,17069,-78.78349077,35.76489071,M
1309252,04092030354,Taco Boy Chipotle (WCID #592),321 S Salem ST ,,APEX,NC,27502,(626) 393-2860,2018/01/31 00:00:00+00,Mobile Food Units,17100,-78.85352033,35.72724081,M
1309253,04092018063,Triangle Wine Company,4204 Lassiter RD ,,Holly Springs,NC,27540,(919) 267-9830,2019/02/27 00:00:00+00,Restaurant,17101,-78.79440661,35.66435998,M
1309254,04092017819,Starbucks #11189,3800 Lake Boone TRL ,,RALEIGH,NC,27607,(919) 781-6211,2018/03/28 00:00:00+00,Restaurant,17110,-78.69378491,35.81617512,M
1309255,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014/07/11 00:00:00+00,Restaurant,17118,-78.74889113,35.76176667,M
1309256,04092030396,Cue Burger (WCID #655),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 943-7074,2019/02/15 00:00:00+00,Mobile Food Units,17104,-78.64171063,35.75324624,M
1309257,04092015374,Shane's Rib Shack #55,5811 POYNER VILLAGE PKY ,SUITE 101,RALEIGH,NC,27616,(919) 850-9900,2009/04/15 00:00:00+00,Restaurant,17129,-78.56916648,35.86464286,M
1309258,04092015239,Sunny's Diner,8710-104 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 787-7715,2008/09/25 00:00:00+00,Restaurant,17105,-78.74503936,35.88736454,M
1309259,04092016048,GONZA TACOS Y TEQUILA,7713 LEAD MINE  RD ,,RALEIGH,NC,27615,(919) 846-5478,2011/11/17 00:00:00+00,Restaurant,17134,-78.66044244,35.88617531,T
1309260,04092030507,Sushi Mamas #1 (WCID #797),8320 Litchford RD ,Suite 108,RALEIGH,NC,27615,(919) 880-5598,2020/12/01 00:00:00+00,Mobile Food Units,17137,-78.59988229,35.89223772,M
1309261,04092021655,JET'S PIZZA,8365-150 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 845-3337,2011/02/18 00:00:00+00,Food Stand,17120,-78.68121111,35.90145693,M
1309262,04092015537,IHOP,1301 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 469-1835,2009/12/11 00:00:00+00,Restaurant,17139,-78.78262706,35.76147699,M
1309263,04092018062,TWO GUYS GRILLE,4149 Davis DR ,,MORRISVILLE,NC,27560,(919) 462-9336,2019/02/26 00:00:00+00,Restaurant,17140,-78.85811603,35.8356265,M
1309264,04092015866,TAQUERIA EL TORO,3615 JUNCTION  BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/01/20 00:00:00+00,Restaurant,17151,-78.65709887,35.73081565,M
1309265,04092025301,Pizza Hut #36669,6109 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 320-0292,2019/12/10 00:00:00+00,Food Stand,17152,-78.5485314,35.72427564,M
1309266,04092016831,STATE OF BEER,401 HILLSBOROUGH ST,,RALEIGH,NC,27603,(919) 546-9116,2014/12/12 00:00:00+00,Restaurant,17153,-78.64534793,35.78016949,M
1309267,04092018173,Weaver Street Market,404 W HARGETT ST,,RALEIGH,NC,27603-1806,(919) 429-7800,2019/09/15 00:00:00+00,Restaurant,17157,-78.64555484,35.77872095,M
1309268,04092018493,IHOP #4408,3009 Capital BLVD ,,RALEIGH,NC,27604-3333,(984) 302-3055,2020/12/02 00:00:00+00,Restaurant,17158,-78.59245693,35.82124227,M
1309269,04092110475,POE ELEMENTARY CAFETERIA,400 PEYTON ST ,,RALEIGH,NC,27610,(919) 250-4777 ext. 24346,2008/11/21 00:00:00+00,Public School Lunchrooms,17171,-78.605038,35.77326136,M
1309270,04092110472,SYCAMORE CREEK CAFETERIA,10921 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 841-4333 ext. 25475,2008/07/23 00:00:00+00,Public School Lunchrooms,17186,-78.73295461,35.91837163,M
1309271,04092018358,Tropical Smoothie Cafe,3004-112 Wake Forest  RD ,,RALEIGH,NC,27609,(919) 916-5190,2020/04/29 00:00:00+00,Restaurant,17185,-78.62280685,35.82211083,M
1309272,04092025323,OPA! Raleigh @MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 868-2434,2020/09/21 00:00:00+00,Food Stand,17191,-78.6456917,35.77945516,M
1309273,04092017886,Backfins Crabhouse,1009-100 Stadium DR ,,WAKE FOREST,NC,27587,(919) 562-8500,2018/07/09 00:00:00+00,Restaurant,17187,-78.52993342,35.99015656,M
1309274,04092016804,THE GARDEN GRILLE & BAR,1500 RDU CENTER DR,,MORRISVILLE,NC,27560-8278,(919) 840-8088,2014/11/17 00:00:00+00,Restaurant,17197,-78.79604442,35.85106603,M
1309275,04092030341,THE HEIGHTS DOMINICAN KITCHEN (WCID # 609),8808 MIRANDA DR ,,RALEIGH,NC,27617,(352) 216-8444,2017/06/29 00:00:00+00,Mobile Food Units,17206,-78.74282545,35.91392838,M
1309276,04092030444,And Also With 'Que (WCID #743),99 N Salisbury ST,,RALEIGH,NC,27603,(919) 832-4485,2019/10/11 00:00:00+00,Mobile Food Units,17210,-78.6407387,35.7809656,M
1309277,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011/01/27 00:00:00+00,Restaurant,17216,-78.66044244,35.88617531,T
1309278,04092017815,Pastries N Chaat,2711 NC Hwy 55 ,,Cary,NC,27519,(919) 367-6852,2018/03/09 00:00:00+00,Restaurant,17194,-78.87131578,35.78460717,M
1309279,04092018155,Char-Grill Wake Forest,13600 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 554-2000,2019/08/21 00:00:00+00,Restaurant,17225,-78.52002018,36.0046313,M
1309280,04092018183,L.A. Horchateria Coffee Shop,2261 NEW HOPE CHURCH RD,,RALEIGH,NC,27604,(919) 809-8201,2019/09/24 00:00:00+00,Restaurant,17241,-78.60062749,35.83624718,M
1309281,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016/05/05 00:00:00+00,Restaurant,17221,-78.78033581,35.91281167,M
1309282,04092030376,Trash Talk (WCID #315),2835 Milano AVE ,,APEX,NC,27502,(919) 337-5137,2018/08/09 00:00:00+00,Mobile Food Units,17244,-78.91723328,35.71512113,M
1309283,04092016030,DANTE'S ITALIANO,13200 NEW FALLS OF NEUSE RD ,STE 117-119,RALEIGH,NC,27614-8239,(919) 556-2146,2011/10/11 00:00:00+00,Restaurant,17246,-78.55981965,35.9407555,M
1309284,04092021495,Harris Teeter #298 Produce,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007/12/13 00:00:00+00,Food Stand,17251,-78.90107787,35.82060358,M
1309285,04092021749,WALMART NEIGHBORHOOD MARKET #2414,973 N HARRISON AVE ,,CARY,NC,27513,(919) 337-9780,2013/07/12 00:00:00+00,Food Stand,17258,-78.78451708,35.80143518,M
1309286,04092017710,Los Magueyes,325 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 552-6272,2017/10/19 00:00:00+00,Restaurant,17263,-78.83516548,35.65627673,M
1309287,04092021976,SMOOTHIE KING #1376,3001-112 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(989) 269-7823,2016/08/26 00:00:00+00,Food Stand,17255,-78.67597722,35.78943538,M
1309288,04092017743,Chengdu 7 Sichuan Cuisine,748 E Chatham ST Suite E,,CARY,NC,27511,(919) 883-5567,2017/11/27 00:00:00+00,Restaurant,17269,-78.76514155,35.79157241,M
1309289,04092018346,BREW TO BREW,8369 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 858-5007,2020/03/31 00:00:00+00,Restaurant,17274,-78.68223183,35.90105252,M
1309290,04092018295,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2020/01/16 00:00:00+00,Restaurant,17284,-78.74823051,35.76313262,M
1309291,04092021519,International Foods Meats,421 Chapanoke  RD ,Ste 140,RALEIGH,NC,27603,(919) 662-5428,2008/03/14 00:00:00+00,Food Stand,17288,-78.65333581,35.73464573,M
1309292,04092015087,BRUEGGERS BAGELS #644,3510 WADE AVE ,,RALEIGH,NC,27607,(919) 828-1301,2008/03/20 00:00:00+00,Restaurant,17291,-78.68558086,35.80212022,M
1309293,04092017465,THE EMPANADA FACTORY,2010 S MAIN ST ,STE 406,WAKE FOREST,NC,27587,(984) 235-4239,2016/11/29 00:00:00+00,Restaurant,17298,-78.53283484,35.94957648,M
1309294,04092030511,El Toluco #2 (WCID #781),4320 TEN TEN RD,Valero Gas Station,APEX,NC,27539-9176,(919) 593-9904,2021/01/11 00:00:00+00,Mobile Food Units,17299,-78.7728994,35.6951135,M
1309295,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015/07/07 00:00:00+00,Restaurant,17304,-78.50924596,35.9788861,M
1309296,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 00:00:00+00,Food Stand,17305,-78.65475896,35.72582345,M
1309297,04092018128,Harris Teeter #496 Starbucks,940 US 64 HWY W,,APEX,NC,27523,,2019/07/15 00:00:00+00,Food Stand,17312,-78.82197042,35.74562504,M
1309298,04092018351,Tropical Smoothie Cafe,817 Bass Pro LN ,,CARY,NC,27513,(919) 378-9333,2020/04/22 00:00:00+00,Restaurant,17329,-78.77007317,35.83116175,M
1309299,04092016769,SMITHFIELD'S CHICKEN N BAR-B-QUE,1440 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 557-2400,2014/10/10 00:00:00+00,Restaurant,17336,-78.77463279,35.59446528,M
1309300,04092016097,HYATT PLACE,710 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 233-2205,2012/01/31 00:00:00+00,Restaurant,17338,-78.73805959,35.79191164,M
1309301,04092017847,Zenfish Morrisville,9924 Chapel Hill RD ,,Morrisville,NC,27560,(919) 234-0914,2018/04/25 00:00:00+00,Restaurant,17350,-78.82063472,35.81480892,M
1309302,04092021980,KANGAROO EXPRESS #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 00:00:00+00,Food Stand,17351,-78.76848558,35.83028196,M
1309303,04092021757,THE HAT RACK CATERING KITCHEN (1st Floor),100 E DAVIE ST ,(1ST FLOOR),RALEIGH,NC,27601,(919) 754-3767,2013/10/01 00:00:00+00,Food Stand,17354,-78.63762576,35.77518054,M
1309304,04092016366,SAINTS AND SCHOLARS IRISH PUB,909 SPRING FOREST RD ,STE 106,RALEIGH,NC,27609,(919) 878-8828,2013/01/30 00:00:00+00,Restaurant,17361,-78.62312587,35.86765935,M
1309305,04092016641,DeM0'S PIZZERIA & DELI,222-121 GLENWOOD AVE ,,RALEIGH,NC,27613,(919) 754-1050,2014/03/13 00:00:00+00,Restaurant,17330,-78.64733509,35.78392897,M
1309306,04092030484,Tacos Don Marcos (WCID #774),1800 NC 42 HWY ,,Willow Springs,NC,27592,(919) 272-7062,2020/07/06 00:00:00+00,Mobile Food Units,17366,-78.73199721,35.58995793,M
1309307,04092030404,Tacos El Coco Loco (WCID #694),404 W Chatham ST ,,CARY,NC,27511,(919) 699-3810,2019/03/27 00:00:00+00,Mobile Food Units,17371,-78.78845716,35.78703957,M
1309308,04092018528,Sonesta ES Suites Raleigh Cary Foodservice,2900 Regency Pky,,CARY,NC,27518,(919) 467-4080,2021/02/10 00:00:00+00,Restaurant,17373,-78.78922863,35.73280344,M
1309309,04092017951,Heirloom,219 S West ST ,,RALEIGH,NC,27603,(919) 297-8299,2018/09/24 00:00:00+00,Restaurant,17375,-78.64560424,35.77781639,M
1309310,04092017962,DUNKIN DONUTS,1450 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1150,2018/10/26 00:00:00+00,Restaurant,17385,-78.76831494,35.59359443,M
1309311,04092021505,Harris Teeter #26 Meat/Seafood,7400 Creedmoor RD ,,RALEIGH,NC,27613,(919) 848-1464,2008/01/25 00:00:00+00,Food Stand,17392,-78.67820041,35.88787167,M
1309312,04092017010,NAZARA INDIAN BISTRO,1945 HIGH HOUSE RD ,,CARY,NC,27519,(919) 694-5353,2015/08/21 00:00:00+00,Restaurant,17396,-78.84865444,35.78921622,M
1309313,04092015826,Tuscan Blu,327 W. DAVIE ST ,STE 108,RALEIGH,NC,27601,(919) 834-5707,2010/11/19 00:00:00+00,Restaurant,17407,-78.64497472,35.7752364,M
1309314,04092030460,Fuegos (WCID #723),8013 Humie Olive  RD ,,Apex,NC,27502,(919) 810-3733,2020/01/31 00:00:00+00,Mobile Food Units,17417,-78.91471071,35.70350517,M
1309315,04092015755,FIESTA MEXICANA #6,428 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 346-1330,2011/06/17 00:00:00+00,Restaurant,17418,-78.83920922,35.63987917,M
1309316,04092017736,Clean Juice Parkwest,3035 Village Market PL ,,Morrisville,NC,27560,(919) 468-8286,2017/11/14 00:00:00+00,Restaurant,17421,-78.81851309,35.80675172,M
1309317,04092030523,Mama Nem's Creole Soul (WCID #814),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 758-7753,2021/03/02 00:00:00+00,Mobile Food Units,17434,-78.7114342,35.63398295,M
1309318,04092018236,Tacos Don Marcos,9629 BITTER MELON DR,,ANGIER,NC,27501,(919) 272-7062,2019/11/19 00:00:00+00,Restaurant,17455,-78.74798609,35.53954963,M
1309319,04092025181,Tastefully Served @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27615,(919) 760-5134,2018/05/11 00:00:00+00,Food Stand,17423,-78.64171063,35.75324624,M
1309320,04092016838,PANERA #1813,6201 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 334-2726,2014/12/17 00:00:00+00,Restaurant,17466,-78.70383431,35.85593995,M
1309321,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013/07/01 00:00:00+00,Restaurant,17470,-78.72593809,35.90878313,M
1309322,04092014968,Starbucks Coffee Co,204-200 Crossroads BLVD ,,CARY,NC,27511,(919) 233-4905,2007/10/09 00:00:00+00,Restaurant,17459,-78.74147311,35.76118923,M
1309323,04092016367,AGAVE MEXICAN BAR & GRILL,18 W THIRD ST ,,WENDELL,NC,27591,(919) 365-0069,2013/01/30 00:00:00+00,Restaurant,17484,-78.37068542,35.78151266,M
1309324,04092017122,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR ,SUITE 119,CARY,NC,27511,(919) 552-0303,2015/12/30 00:00:00+00,Restaurant,17471,-78.79822545,35.73935005,M
1309325,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013/09/04 00:00:00+00,Restaurant,17485,-78.76443251,35.78847694,M
1309326,04092021379,Harris Teeter #69 Produce,3201-123 Edwards Mill RD,,RALEIGH,NC,27612,(919) 781-8776,2006/04/21 00:00:00+00,Food Stand,17482,-78.70556784,35.82545067,M
1309327,04092018438,Cha House,1319 KILDAIRE FARM RD,,CARY,NC,27511,(984) 465-0498,2020/09/09 00:00:00+00,Restaurant,17491,-78.78193974,35.75976658,M
1309328,04092110535,Apex High School Cafeteria,1501 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 387-2208 ext. 27229,2019/08/01 00:00:00+00,Public School Lunchrooms,17499,-78.83842419,35.74580662,M
1309329,04092015648,JAMAICAN GRILLE,5500 Atlantic Springs  RD ,STE 109,RALEIGH,NC,27616,(919) 873-0200,2010/06/18 00:00:00+00,Restaurant,17501,-78.59668856,35.85752531,M
1309330,04092017946,MCDONALDS #34433,4980 CARY GLEN BLVD ,,CARY,NC,27519,(919) 462-9904,2018/09/27 00:00:00+00,Restaurant,17509,-78.90188372,35.8192725,M
1309331,04092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-7272,2012/02/16 00:00:00+00,Food Stand,17517,-78.84641118,35.79047558,M
1309332,04092015562,NANTUCKET GRILL,1145  FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 870-1955,2010/01/14 00:00:00+00,Restaurant,17524,-78.58877443,35.90718863,M
1309333,04092017708,Outback #3443,901 Walnut ST ,,CARY,NC,27511,(919) 460-1770,2017/10/05 00:00:00+00,Restaurant,17525,-78.76561938,35.77485795,M
1309334,04092021530,Papa John's,1516 Broad ST ,,FUQUAY VARINA,NC,27526,(919) 577-6565,2008/05/15 00:00:00+00,Food Stand,17504,-78.80360299,35.60359983,T
1309335,04092015281,Zaxby's,8812 HARVEST OAKS  DR ,,RALEIGH,NC,27615,(919) 847-8151,2008/11/07 00:00:00+00,Restaurant,17528,-78.65754379,35.90324644,M
1309336,04092016948,HIBACHI SUSHI,3217 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 233-9119,2015/06/03 00:00:00+00,Restaurant,17530,-78.69565606,35.76673883,M
1309337,04092015453,HIBACHI GRILL & SUPREME BUFFET,3131 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 878-5888,2009/08/20 00:00:00+00,Restaurant,17538,-78.59044451,35.82314532,M
1309338,04092016998,KABABISH CAFE,201 W CHATHAM ST ,SUITE 103,CARY,NC,27519,(919) 377-8794,2015/08/05 00:00:00+00,Restaurant,17541,-78.78390015,35.78664712,M
1309339,04092017672,STONERIDGE,105 CONVENTION DR ,,CARY,NC,27511,(919) 460-0560,2017/08/29 00:00:00+00,Restaurant,17547,-78.75899817,35.77593029,M
1309340,04092015086,BRUEGGERS BAGELS #192,9704 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 846-0183,2008/03/20 00:00:00+00,Restaurant,17549,-78.65729539,35.90232333,M
1309341,04092025227,DOMINOS #8958,7981 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 661-2612,2018/12/15 00:00:00+00,Food Stand,17554,-78.69742539,35.66508155,M
1309342,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017/06/20 00:00:00+00,Restaurant,17566,-78.77802091,35.78798563,M
1309343,04092017496,WAFFLE HOUSE #2220,3400 OLYMPIA DR ,,RALEIGH,NC,27603,(919) 480-5212,2016/12/29 00:00:00+00,Restaurant,17577,-78.65166168,35.73409368,M
1309344,04092014563,Red Robin #567,2260 Walnut ST,,CARY,NC,27511,(919) 854-5415,2006/04/24 00:00:00+00,Restaurant,17585,-78.74211776,35.75448808,M
1309345,04092015654,Craft Public House,1040 TRYON VILLAGE DR ,STE 601,CARY,NC,27518,(919) 851-9173,2010/05/04 00:00:00+00,Restaurant,17594,-78.74469033,35.7463126,M
1309346,04092015153,Starbucks,1380 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 557-0533,2008/06/24 00:00:00+00,Restaurant,17597,-78.77523409,35.59178475,M
1309347,04092014886,Chili's #1393,11380 Capital  BLVD ,,WAKE FOREST,NC,27587,(919) 554-0488,2007/06/12 00:00:00+00,Restaurant,17605,-78.53983156,35.95485838,M
1309348,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Food Stand,17612,-78.5075981,35.94611021,M
1309349,04092110512,WHITE OAK ELEMENTARY SCHOOL CAFETERIA,1512 WHITE OAK CHURCH RD ,,CARY,NC,27523,(919) 694-0202 ext. 22873,2016/08/12 00:00:00+00,Public School Lunchrooms,17614,-78.92001173,35.7815049,M
1309350,04092021755,CARLIE C'S DELI,4111 NEW BERN  AVE ,,RALEIGH,NC,27610,(919) 250-7876,2013/07/29 00:00:00+00,Food Stand,17615,-78.56526592,35.80114227,M
1309351,04092016365,SHEETZ #507,7900 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 329-0707,2013/01/30 00:00:00+00,Restaurant,17628,-78.69847972,35.66673892,M
1309352,04092018221,Showmars,4203 CORNERS PKWY,Suite 120,RALEIGH,NC,27617,(984) 888-0161,2019/11/07 00:00:00+00,Restaurant,17630,-78.78791806,35.91890974,M
1309353,04092021925,FOOD LION #816 PRODUCE,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 233-9708,2015/12/09 00:00:00+00,Food Stand,17631,-78.73773412,35.74361197,M
1309354,04092017126,SASSOOL,1347 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 300-5586,2015/12/07 00:00:00+00,Restaurant,17632,-78.78193974,35.75976658,M
1309355,04092030195,Specialty South DBA Wicked Links (WCID #225),4831 Grove Barton RD / Lowes,,RALEIGH,NC,27613,(919) 855-8548,2008/06/10 00:00:00+00,Mobile Food Units,17649,-78.71866323,35.869194,M
1309356,04092018497,Take 5 Cafe,4025 Centregreen  WAY ,,CARY,NC,27513,(919) 818-5420,2020/12/14 00:00:00+00,Restaurant,17654,-78.79483963,35.82641623,M
1309357,04092015737,MAIN STREET GRILLE,1318 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 554-1564,2010/10/06 00:00:00+00,Restaurant,17657,-78.51926224,35.96093216,M
1309358,04092016929,41 Hundred,4100 MAIN AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-8773,2015/05/22 00:00:00+00,Restaurant,17669,-78.64382291,35.83596182,M
1309359,04092017512,JOY LUCK CLUB OF GRAND ASIA MARKET,1253 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 468-2988,2017/02/22 00:00:00+00,Restaurant,17671,-78.74067496,35.76583498,M
1309360,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 00:00:00+00,Food Stand,17673,-78.62124627,35.80871398,M
1309361,04092014948,Hardee's #1189,100 Vandora Springs RD ,,GARNER,NC,27529,(919) 772-7209,2007/09/12 00:00:00+00,Restaurant,17681,-78.62108066,35.71260367,M
1309362,04092030383,D's Presto (WCID #658),4901 CAPITAL BLVD ,ON LEIGH RD BEHIND HOME DEPOT,RALEIGH ,NC,27616,(434) 806-7609,2018/12/07 00:00:00+00,Mobile Food Units,17682,-78.58308122,35.85290297,M
